title,publication_date,source,url,description,ce_areas,ai_technologies,ce_area_count,ai_tech_count,is_classified
Galaxy XR Gets 3D Movies: Google Challenges Apple,2025-12-04T21:42:55Z,Gadgethacks.com,https://android.gadgethacks.com/news/galaxy-xr-gets-3d-movies-google-challenges-apple/,"Google's making moves in the XR space, and the Galaxy XR is about to become your new favorite entertainment device. The collaboration between Samsung and Google has just unlocked something that's been missing from the Android XR ecosystem: a serious collectio…",,,0,0,False
ZestyAI’s Z-Water Approved in Five States,2025-12-04T15:43:42Z,Insurance Journal,https://www.insurancejournal.com/news/midwest/2025/12/04/849928.htm,"ZestyAI announced that its non-weather water risk model, Z-WATER, has been reviewed and accepted for use in underwriting and rating in Illinois, Indiana, Iowa, Louisiana, and Wisconsin. Insurers in these states will now be able to set property-specific rates,…",,Machine Learning,0,1,False
Can Next-Generation AI Imaging Devices Accelerate Diagnostic Decision-Making?,2025-12-04T12:06:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/04/3199660/0/en/Can-Next-Generation-AI-Imaging-Devices-Accelerate-Diagnostic-Decision-Making.html,"The AI imaging device market is growing as these devices enhance diagnostic precision and effectiveness, early detection of disease and enhanced workflow.",Construction Management,,1,0,False
'Enduring Risk:' Report Exposes Microsoft’s Ties to Communist China,2025-12-03T17:56:32Z,Breitbart News,https://www.breitbart.com/tech/2025/12/03/enduring-risk-report-exposes-microsofts-ties-to-communist-china/,"According to a new report, Microsoft has spent three decades building deep ties with China's government and security apparatus while simultaneously embedding itself into nearly every corner of American federal infrastructure.
The post ‘Enduring Risk:’ Report …","Transportation, Structural",,2,0,False
I Asked ChatGPT What Are the Best AI Stocks To Invest In — Here’s What It Said,2025-12-03T11:55:04Z,Yahoo Entertainment,https://finance.yahoo.com/news/asked-chatgpt-best-ai-stocks-115504667.html,Discover which AI stocks ChatGPT recommends for smart investing and learn why these picks could shape the future of tech and your portfolio.,,,0,0,False
Revolutionizing AI Healthcare: How Medical AI Tools Power Faster Early Diagnosis Tech,2025-12-02T14:41:31Z,Medical Daily,https://www.medicaldaily.com/revolutionizing-ai-healthcare-how-medical-ai-tools-power-faster-early-diagnosis-tech-474150,"AI healthcare and medical AI tools accelerate early diagnosis tech, enabling faster, more accurate disease detection that improves patient outcomes and transforms healthcare delivery.",,,0,0,False
Unstoppable Women of AI and Web3 Announces Most Inspirational Women of AI and Web3 Awards,2025-12-02T14:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/02/3197995/0/en/Unstoppable-Women-of-AI-and-Web3-Announces-Most-Inspirational-Women-of-AI-and-Web3-Awards.html,"Senator Cynthia Lummis, Mira Murati former CTO OpenAI, Mayor Kate Gallego and Fei Fei Li, Godmother of AI Among Distinguished Winners; 42% Bridge Both Technology Sectors Senator Cynthia Lummis, Mira Murati former CTO OpenAI, Mayor Kate Gallego and Fei Fei Li,…",Structural,,1,0,False
The CDC placed early bets on AI — and now they are paying off,2025-12-01T20:20:00Z,Nextgov,https://www.nextgov.com/artificial-intelligence/2025/12/cdc-placed-early-bets-ai-and-now-they-are-paying/409826/,"The CDC has quietly been building a modern AI infrastructure designed to reshape how public health data is collected, analyzed and acted upon.","Transportation, Structural",,2,0,False
Google Faces New Rival In Taiwan—GMI Cloud Announces Nvidia-Powered $500 Million AI Data Center With 2M Tokens Per Second,2025-12-01T16:46:09Z,Yahoo Entertainment,https://finance.yahoo.com/news/google-faces-rival-taiwan-gmi-164609041.html,"GMI Cloud, a graphics processing unit-as-a-Service provider and Nvidia (NASDAQ:NVDA) Cloud Partner, announced on Nov. 17 that it will open a $500 million AI ...",,,0,0,False
7 ways to be a data superstar in the AI era - and stay ahead of agents,2025-12-01T16:41:57Z,ZDNet,https://www.zdnet.com/article/7-ways-to-be-a-data-superstar-in-the-ai-era-and-stay-ahead-of-agents/,"While the market pressure is on, and companies are forging ahead with plans for AI and AI agents, the data for these projects may not be ready.",,,0,0,False
At least 80 new tech unicorns were minted in 2025 so far | TechCrunch,2025-12-01T14:32:01Z,TechCrunch,https://techcrunch.com/2025/12/01/at-least-36-new-tech-unicorns-were-minted-in-2025-so-far/,"Using data from Crunchbase and PitchBook, TechCrunch tracked down the VC-backed startups that became unicorns so far this year.",,,0,0,False
OpenAGI emerges from stealth with an AI agent that it claims crushes OpenAI and Anthropic,2025-12-01T14:00:57Z,VentureBeat,https://venturebeat.com/ai/openagi-emerges-from-stealth-with-an-ai-agent-that-it-claims-crushes-openai,MIT spinout OpenAGI claims its Lux AI agent scores 83.6% on a rigorous computer-use benchmark where OpenAI's Operator hits 61.3% — at one-tenth the cost.,,,0,0,False
"Mixie Technologies, Inc. (OTC: PHCG) formerly known as Pure Harvest Corporate Group, Executes Binding Letter of Intent to Acquire Minority Interest in HoloTwin LLC",2025-12-01T13:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/01/3197006/0/en/Mixie-Technologies-Inc-OTC-PHCG-formerly-known-as-Pure-Harvest-Corporate-Group-Executes-Binding-Letter-of-Intent-to-Acquire-Minority-Interest-in-HoloTwin-LLC.html,Introduces AI-driven digital twin visualization capabilities aligned with Mixie’s evolution into a technology and platform focused enterprise Introduces AI-driven digital twin visualization capabilities aligned with Mixie’s evolution into a technology and pla…,,,0,0,False
AI / Machine Learning Junior / Senior / Lead,2025-12-01T00:00:00Z,Nlppeople.com,https://nlppeople.com/job/ai-machine-learning-junior-senior-lead/,"About Us Catalyst Labs is a leading talent agency with a specialized vertical in Applied AI, Machine Learning, and Data Science. We stand out as an agency thats deeply embedded in our clients recruitment operations. We collaborate directly with Founders, CTOs…",,Machine Learning,0,1,False
Lenskart Sees India's Eyewear Market Nearly Doubling To $17.2 Billion By 2030,2025-11-29T17:42:34Z,Ndtvprofit.com,https://www.ndtvprofit.com/business/lenskart-sees-indias-eyewear-market-nearly-doubling-to-172-billion-by-2030,"Lenskart Solutions Ltd. sees the Indian eyewear market doubling to $17.2 billion from the current $9.2 billion by 2030 steered forward by growth in active eye wear users, accessible eye testing infrastructure, rising first time eye wear customers, purchase fr…",Transportation,,1,0,False
Hachi: An Image Search Engine,2025-11-29T13:56:04Z,Eagledot.xyz,https://eagledot.xyz/hachi.md.html,"Article URL: https://eagledot.xyz/hachi.md.html
Comments URL: https://news.ycombinator.com/item?id=46087549
Points: 6
# Comments: 0",,,0,0,False
AINTUITION Launches AI Ntuition Token to Power Its Predictive AI Ecosystem,2025-11-28T18:48:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/28/3196451/0/en/AINTUITION-Launches-AI-Ntuition-Token-to-Power-Its-Predictive-AI-Ecosystem.html,"BEP-20 token on BNB Smart Chain will support access, utility and community incentives around AINTUITION’s next-generation AI platform BEP-20 token on BNB Smart Chain will support access, utility and community incentives around AINTUITION’s next-generation AI …",,,0,0,False
Toronto engineer turns commuter frustration into site that exposes TTC delay data,2025-11-28T15:06:02Z,blogTO,https://www.blogto.com/tech/2025/11/toronto-engineer-site-ttc-delay-data/,"Ever wondered why your TTC bus was inexplicably delayed by 15 minutes, or a train had to bypass your local subway stop? Well, an interactive website called TTC Delay Insights, developed by a Toronto-based engineer, seeks to bridge the gap between the transit …","Transportation, Structural",,2,0,False
Intelligent Medical Software Market Size to Grow at 16.64% CAGR by 2035,2025-11-28T12:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/28/3196198/0/en/Intelligent-Medical-Software-Market-Size-to-Grow-at-16-64-CAGR-by-2035.html,"The global intelligent medical software market size is valued at USD 4.79 billion in 2025 and is predicted to hit around USD 22.33 billion by 2035, rising at a 16.64% CAGR, a study published by Towards Healthcare a sister firm of Precedence Research. The glob…",,,0,0,False
"Image Recognition Market Forecasts Report 2025: A $109.236 Billion Market by 2030, Driven by Software Leadership, Cloud Deployment, and Adoption by Meta, Google, AWS, Azure, and ByteDance",2025-11-27T09:01:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/27/3195517/28124/en/Image-Recognition-Market-Forecasts-Report-2025-A-109-236-Billion-Market-by-2030-Driven-by-Software-Leadership-Cloud-Deployment-and-Adoption-by-Meta-Google-AWS-Azure-and-ByteDance.html,"The Image Recognition Market, vital to AI and computer vision, is set for exponential growth driven by advancements in neural networks and AI, increasing visual data, and applications in healthcare, automotive, and retail. The surge in video content and AI in…",,Computer Vision,0,1,False
Event Sensors Bring Just the Right Data to Device Makers,2025-11-26T14:00:02Z,Ieee.org,https://spectrum.ieee.org/event-sensors-to-the-edge,"Anatomically, the human eye is like a sophisticated tentacle that reaches out from the brain, with the retina acting as the tentacle’s tip and touching everything the person sees. Evolution worked a wonder with this complex nervous structure.Now, contrast the…",Structural,,1,0,False
ET AI Awards 2025: Nominate now for the AI for Supply Chain & Manufacturing Excellence category,2025-11-26T11:39:33Z,The Times of India,https://economictimes.indiatimes.com/tech/artificial-intelligence/et-ai-awards-2025-nominate-now-for-the-ai-for-supply-chain-manufacturing-excellence-category/articleshow/125588564.cms,"The ET AI Awards 2025 Supply Chain & Manufacturing Excellence category celebrates large enterprises that have harnessed artificial intelligence to transform predictive maintenance, demand forecasting and the optimisation of complex global supply chains. Here’…",,"Predictive Analytics, Machine Learning",0,2,False
Train custom computer vision defect detection model using Amazon SageMaker,2025-11-25T22:44:22Z,Amazon.com,https://aws.amazon.com/blogs/machine-learning/train-custom-computer-vision-defect-detection-model-using-amazon-sagemaker/,"In this post, we demonstrate how to migrate computer vision workloads from Amazon Lookout for Vision to Amazon SageMaker AI by training custom defect detection models using pre-trained models available on AWS Marketplace. We provide step-by-step guidance on l…",,"Computer Vision, Machine Learning",0,2,False
"Ambarella, Inc. Announces Third Quarter Fiscal Year 2026 Financial Results",2025-11-25T21:05:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/25/3194708/23306/en/Ambarella-Inc-Announces-Third-Quarter-Fiscal-Year-2026-Financial-Results.html,"SANTA CLARA, Calif., Nov. 25, 2025 (GLOBE NEWSWIRE) -- Ambarella, Inc. (NASDAQ: AMBA), an edge AI semiconductor company, today announced financial results for its third quarter of fiscal year 2026 ended October 31, 2025.",,,0,0,False
Making GPU Clusters More Efficient with NVIDIA Data Center Monitoring,2025-11-25T20:56:59Z,Nvidia.com,https://developer.nvidia.com/blog/making-gpu-clusters-more-efficient-with-nvidia-data-center-monitoring/,"High-performance computing (HPC) customers continue to scale rapidly, with generative AI, large language models (LLMs), computer vision, and other uses leading...",,Computer Vision,0,1,False
"Computational Pathology Market Projected to Reach USD 1251.72 Million by 2032, Growing at a CAGR of 8.62% - SNS Insider",2025-11-25T14:20:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/25/3194429/0/en/Computational-Pathology-Market-Projected-to-Reach-USD-1251-72-Million-by-2032-Growing-at-a-CAGR-of-8-62-SNS-Insider.html,"The Global Computational Pathology Market Growth Is Driven by Rising Integration of AI and Machine Learning, Increasing Demand for Faster Diagnostic Solutions, and the Growing Burden of Chronic Diseases. The Global Computational Pathology Market Growth Is Dri…",,Machine Learning,0,1,False
